ovNo,ovBalls/0,ovBalls/1,ovBalls/2,ovBalls/3,ovBalls/4,ovBalls/5,id,inningId
5,0,0,4,1Lb,0,W,56379,1313
6,0,0,W,0,0,0,56380,1313
7,0,0,0,0,0,1,56381,1313
8,0,0,1,0,1,1,56382,1313
9,0,0,0,0,0,4,56383,1313
10,0,1,0,0,0,0,56384,1313
12,0,0,0,0,0,0,56386,1313
13,1,1,0,1,1,1,56387,1313
14,4,0,0,4,0,4,56388,1313
15,1,1,0,1,0,1,56389,1313
16,0,0,1,1,1,1,56390,1313
17,3,0,0,1,0,4,56391,1313
18,1,1,1,1,0,1,56392,1313
20,1,0,4,4,4,1,56394,1313
21,1,1,W,1,1,1,56395,1313
22,1Lb,1,4,2,4,1,56396,1313
23,4,1,4,4,2,1,56397,1313
1,0,0,0,0,4,W,56398,1314
2,0,2,0,W,0,1,56399,1314
3,W,0,0,1,0,0,56400,1314
4,0,W,1,0,W,0,56401,1314
5,0,4,4,1,1,1,56402,1314
6,1,0,1,2,1,1,56403,1314
8,1,0,1,1,1,1,56405,1314
10,1,2,6,1,1,4,56407,1314
11,0,0,0,W,0,1,56408,1314
12,0,0,0,0,W,3,56409,1314
13,1,1,0,1,W,0,56410,1314
14,1,0,1,1,0,1,56411,1314
15,0,0,0,2,0,1,56412,1314
16,0,0,0,1,1,0,56413,1314
17,W,1,0,1,0,1,56414,1314
18,0,1,0,1,4,0,56415,1314
19,0,0,0,1,0,0,56416,1314
20,0,0,0,0,0,2,56417,1314
22,0,0,0,0,0,0,56419,1314
23,1,0,1,0,0,0,56420,1314
1,0,0,0,0,0,0,56421,1315
2,1,0,0,3,0,2,56422,1315
3,0,0,1,2,4,2,56423,1315
4,0,6,0,0,1,0,56424,1315
5,0,0,0,0,0,0,56425,1315
6,1,0,0,1,1,0,56426,1315
7,0,4,0,0,1,1,56427,1315
9,2,0,4,0,0,2,56429,1315
10,0,1Lb,4,4,6,0,56430,1315
11,0,1,0,1,0,4,56431,1315
12,1,1,1,0,1,1,56432,1315
13,6,4,W,0,1,0,56433,1315
14,0,4,0,1,0,4,56434,1315
15,0,0,0,3,0,0,56435,1315
16,2,0,0,0,0,1,56436,1315
17,0,0,1,0,0,0,56437,1315
18,0,0,0,1,0,0,56438,1315
19,0,1,1,0,1,0,56439,1315
20,0,0,0,4,1,2,56440,1315
21,1,0,1,0,1,0,56441,1315
22,1,0,1,2,1,0,56442,1315
23,0,1,0,0,1,1,56443,1315
24,0,2,4,1,0,4,56444,1315
25,1,0,1,1,0,1,56445,1315
26,6,1Lb,0,0,1,4,56446,1315
27,6,1,W,1,0,1,56447,1315
28,0,1,1,0,1,1,56448,1315
29,1,1,1,1,0,2,56449,1315
30,0,4,0,2,0,1,56450,1315
31,1,0,2,1,1,1,56451,1315
32,1,0,4,4,1,0,56452,1315
33,0,1,W,0,0,0,56453,1315
35,1,0,1,1,0,2,56455,1315
36,0,2,0,4,0,0,56456,1315
37,3,1,1,0,0,2,56457,1315
38,1,1,0,1,2,0,56458,1315
39,1,1,1,0,1,0,56459,1315
40,1,0,1,1,0,0,56460,1315
42,0,1,1,0,2,1,56462,1315
45,1,4,1,2,1,2,56465,1315
46,1,1,1,2,0,1,56466,1315
47,1,4,1,1,1,1,56467,1315
48,2,W,4,2,1,2,56468,1315
49,W,1Lb,1,4,2,1,56469,1315
50,0,1,4,0,W,4,56470,1315
3,0,0,1,0,0,0,56473,1316
4,0,0,0,0,W,4,56474,1316
6,0,0,0,0,0,0,56476,1316
7,0,1,0,0,4,0,56477,1316
8,0,4,0,0,4,0,56478,1316
9,1,0,0,W,0,0,56479,1316
10,0,1,1,0,1,0,56480,1316
11,0,0,0,0,1,1,56481,1316
14,0,1,1,1,0,1,56484,1316
15,0,0,0,0,0,0,56485,1316
16,1,4,0,W,1Lb,1,56486,1316
17,1,0,1,1,0,0,56487,1316
18,1,1,4,0,1,0,56488,1316
19,0,6,6,0,2,1,56489,1316
20,1,1,2,0,0,1,56490,1316
23,2,1,0,0,0,0,56493,1316
24,1,0,2,0,1,1,56494,1316
25,0,0,1,0,1,6,56495,1316
27,0,1,1,1,W,0,56497,1316
28,6,2,1,1,0,1,56498,1316
2,0,0,1,0,1,1,56503,1317
3,0,0,0,0,0,0,56504,1317
4,0,0,0,1,W,0,56505,1317
6,1,0,0,0,1,1,56507,1317
7,0,2,0,2,4,0,56508,1317
8,4,0,1,4,0,0,56509,1317
9,4,0,0,0,0,0,56510,1317
10,0,0,0,0,0,0,56511,1317
11,0,W,0,1B,0,1,56512,1317
12,0,0,1,0,0,0,56513,1317
13,0,1,1,0,4,0,56514,1317
14,0,0,1,0,0,0,56515,1317
15,0,0,2,0,0,1,56516,1317
16,0,0,6,1,1,1,56517,1317
17,0,0,0,0,0,4,56518,1317
18,1,0,0,0,0,0,56519,1317
19,1,0,0,0,0,1,56520,1317
20,6,1,0,0,0,4,56521,1317
21,0,1,0,1,1,1,56522,1317
22,1,0,0,0,0,W,56523,1317
23,4,0,0,1,0,0,56524,1317
24,0,0,0,4,1,2,56525,1317
25,2,1,1,4,0,4,56526,1317
26,0,W,2,1,0,0,56527,1317
27,0,0,2,0,0,1,56528,1317
28,1,1,1,1,1,1,56529,1317
29,1,1,0,0,1,0,56530,1317
30,0,0,1,0,1,0,56531,1317
31,0,0,0,1,1,0,56532,1317
32,W,0,0,1,1,1,56533,1317
34,0,0,1,0,0,0,56535,1317
35,0,0,0,0,0,1,56536,1317
36,1,1,0,1,0,0,56537,1317
37,0,1,0,W,0,1,56538,1317
38,0,0,0,6,6,1,56539,1317
39,0,0,4,0,0,0,56540,1317
40,0,0,0,0,1,0,56541,1317
42,1,1,1,2,1,1,56543,1317
45,1,4,6,2,W,0,56546,1317
46,0,0,0,0,1,1,56547,1317
47,1,0,1,6,4,1,56548,1317
48,0,4,0,0,1,1,56549,1317
49,2,0,0,1,1,1,56550,1317
1,1,0,W,0,1,0,56552,1318
2,0,2,0,0,0,0,56553,1318
3,0,0,0,0,0,0,56554,1318
4,0,1,1,0,4,2,56555,1318
5,1,3,5,1,0,0,56556,1318
6,4,0,0,4,0,2,56557,1318
7,4,0,0,0,0,0,56558,1318
8,1,1,1,0,0,2,56559,1318
9,0,0,1,0,0,1,56560,1318
10,4,0,W,0,1,0,56561,1318
11,0,0,0,1,0,0,56562,1318
12,1,0,1,4,4,1,56563,1318
13,0,1,0,0,1,0,56564,1318
14,0,0,0,1,1,0,56565,1318
15,0,0,2,1,0,1,56566,1318
16,6,6,1,1,0,1,56567,1318
17,0,2,6,0,0,4,56568,1318
19,1,1,1,2,1,1,56570,1318
20,2,1,4,0,1,0,56571,1318
21,6,1,1,1,1,0,56572,1318
22,2,1,0,2,0,6,56573,1318
23,0,0,1,0,1,1,56574,1318
2,0,6,2,W,0,0,56577,1321
3,0,0,0,0,0,0,56578,1321
4,0,4,2,0,2,0,56579,1321
5,0,0,0,0,2,0,56580,1321
6,0,0,0,4,0,0,56581,1321
7,1,0,1,0,0,0,56582,1321
8,0,0,0,0,0,0,56583,1321
9,0,0,0,0,0,2,56584,1321
10,0,0,3,0,0,1,56585,1321
11,4,0,0,0,1,0,56586,1321
12,0,0,0,0,1,0,56587,1321
13,0,1,1,0,1,2,56588,1321
14,1,4,1,1,1,0,56589,1321
15,0,0,0,4,0,1,56590,1321
16,0,0,0,1,4,0,56591,1321
17,1,1,0,0,1,1,56592,1321
18,1,1,0,0,1,1,56593,1321
19,1,2,1,2,0,0,56594,1321
20,1,0,0,0,1,1,56595,1321
21,1W,0,1,0,0,0,56596,1321
22,0,0,1,1,0,0,56597,1321
23,0,0,4,1,1,4,56598,1321
24,0,0,0,1,2,1,56599,1321
25,1,0,0,0,0,4,56600,1321
26,1,4,0,1,0,1,56601,1321
27,1,0,1,1,1,0,56602,1321
28,3,1,0,4,1,1,56603,1321
29,1,1,1,1,1,0,56604,1321
30,0,1,1,0,1,1,56605,1321
31,1,1,1,1,0,1,56606,1321
33,1,1,0,0,1,1,56608,1321
34,0,W,0,4,1,0,56609,1321
35,1,1,1,4,1,0,56610,1321
36,1,0,0,0,2,0,56611,1321
37,0,0,1,0,2,1,56612,1321
38,0,0,4,1,0,1,56613,1321
40,0,0,0,0,1,0,56615,1321
41,1,1,1,0,1,1,56616,1321
43,1,1,W,W,1,2,56618,1321
44,0,1,1,1,1,0,56619,1321
45,1,0,1,1,1,2,56620,1321
46,1Lb,1,1,1,0,W,56621,1321
48,1,1,4,W,1,0,56623,1321
49,0,1,1,1,2,1,56624,1321
50,1,0,4,2,4,W,56625,1321
1,0,0,0,0,0,0,56626,1322
2,0,1,0,0,0,W,56627,1322
3,0,0,0,1,0,0,56628,1322
4,W,0,0,0,W,0,56629,1322
5,0,0,0,0,0,4,56630,1322
6,0,0,0,0,0,1,56631,1322
7,0,0,0,0,0,0,56632,1322
8,0,0,0,0,0,1,56633,1322
9,0,0,0,0,0,0,56634,1322
10,0,0,0,0,0,1,56635,1322
11,0,0,0,1,1,0,56636,1322
12,0,0,0,0,0,1,56637,1322
13,1W,0,0,0,0,1,56638,1322
14,1,0,0,W,0,0,56639,1322
15,1,0,0,0,W,0,56640,1322
17,0,0,0,0,1,1,56642,1322
19,W,0,0,0,0,0,56644,1322
21,0,0,1,1,0,0,56646,1322
22,1,1,0,0,0,4,56647,1322
23,0,1,0,0,0,0,56648,1322
24,0,1,0,0,4,W,56649,1322
25,0,0,1,0,4,1,56650,1322
1,4,0,4,0,0,0,56654,1325
2,0,0,2,0,W,0,56655,1325
3,2Lb,0,0,4,0,1,56656,1325
4,2,0,0,0,1,0,56657,1325
6,0,1,0,0,4,0,56659,1325
7,2,0,4,2,0,4,56660,1325
8,0,0,0,0,0,1,56661,1325
9,0,0,2,0,0,0,56662,1325
10,1,1,4,2,1,0,56663,1325
12,2,0,4,4,0,0,56665,1325
13,1,2,0,1,0,4,56666,1325
15,0,1Lb,0,1,0,0,56668,1325
16,0,1,1Lb,4,0,2,56669,1325
17,0,4,1,0,0,0,56670,1325
18,0,2,1,0,1,1,56671,1325
19,6,0,1,0,1,0,56672,1325
20,0,0,0,1,0,2,56673,1325
22,1,1,0,1,1,0,56675,1325
23,0,0,1,0,1,1,56676,1325
24,0,1,0,6,0,0,56677,1325
25,0,1,1,4,0,1,56678,1325
26,0,0,0,0,1,1,56679,1325
27,1,1,1,4,1,1,56680,1325
28,0,1,1,1,1,0,56681,1325
29,4,1,1,1,0,1,56682,1325
30,1,2,1,1,1,1,56683,1325
31,6,0,1,6,0,0,56684,1325
32,1,0,1,1,0,1,56685,1325
33,0,6,1,1,1,4,56686,1325
34,1,0,0,0,0,0,56687,1325
35,1Lb,0,0,1Lb,1,0,56688,1325
36,0,W,1,1,0,0,56689,1325
37,1,0,4,1,0,1,56690,1325
38,0,W,0,1,1,0,56691,1325
39,1,1,0,2,1,0,56692,1325
40,1,0,1,6,1,0,56693,1325
41,1,1,1,1,0,0,56694,1325
42,1,1,0,0,0,4,56695,1325
43,2,1,1,0,4,1,56696,1325
44,4,0,0,1,1,2,56697,1325
45,2,4,4,0,1,1,56698,1325
46,1,1,4,2,1,0,56699,1325
48,W,1,1,0,1,0,56701,1325
49,2,1,1Lb,1,1,2,56702,1325
50,0,W,0,4,W,4,56703,1325
2,0,4,2,0,2,4,56705,1326
3,0,0,6,4,4,0,56706,1326
4,1,6,4,0,3,0,56707,1326
6,0,0,0,3,W,0,56709,1326
7,0,2,0,4,0,0,56710,1326
8,0,0,4,0,0,2,56711,1326
9,0,0,0,0,4,0,56712,1326
10,0,4,2,1,0,4,56713,1326
11,1,0,2,1,1,1,56714,1326
12,0,0,1,0,1,2,56715,1326
13,1,0,0,1,0,0,56716,1326
14,0,1,1,1,0,1,56717,1326
15,1,1,1,0,2,0,56718,1326
16,2,1,1,1,1,0,56719,1326
17,2,0,1,1,1,0,56720,1326
18,0,1,1,0,0,1,56721,1326
19,1,0,0,2,1,0,56722,1326
20,1,0,1,1,1,0,56723,1326
21,4,0,2,1,0,1,56724,1326
22,0,0,1,1,0,1,56725,1326
23,1,2Lb,0,1,1,0,56726,1326
25,1Lb,0,1,2,0,0,56728,1326
26,1,0,6,0,0,0,56729,1326
27,0,1,3,0,1,1,56730,1326
28,4,1,1,1,4,1,56731,1326
29,1,1,0,0,0,0,56732,1326
30,0,1,0,1,4,1,56733,1326
31,4,0,0,0,0,2,56734,1326
32,1,0,1,2,1Lb,4,56735,1326
33,0,1,1,1,4,1,56736,1326
34,3,1,2,0,0,6,56737,1326
35,0,1,0,2,0,1,56738,1326
36,0,4,0,2,0,1,56739,1326
37,1,1,1,0,1,0,56740,1326
38,4,0,0,1,6,2,56741,1326
39,1,1,1,4,2,1,56742,1326
40,1,2,1,0,2,1Lb,56743,1326
41,0,2,0,1,1,1,56744,1326
42,0,1,0,2,1,1,56745,1326
43,1,1,W,0,1,0,56746,1326
44,1,0,1,0,0,1,56747,1326
46,1,0,0,1,0,1,56749,1326
47,1,0,3,1,0,0,56750,1326
48,0,4,0,1,W,0,56751,1326
2,0,0,0,0,0,2,56754,1327
4,1,1,0,4,0,0,56756,1327
5,0,0,0,0,0,1,56757,1327
6,1,0,0,0,4,0,56758,1327
7,0,0,1,0,1,1,56759,1327
8,0,0,2,1,0,W,56760,1327
9,0,4,0,0,0,0,56761,1327
11,0,4,0,0,0,0,56763,1327
12,0,0,0,0,0,1,56764,1327
13,0,0,0,0,0,0,56765,1327
14,0,0,2,0,0,0,56766,1327
15,0,0,0,0,0,6,56767,1327
16,0,1,0,0,0,0,56768,1327
17,1,1,0,W,0,0,56769,1327
18,0,1,0,0,0,1,56770,1327
19,1,0,0,0,0,0,56771,1327
20,0,0,0,1,0,0,56772,1327
21,0,0,1,1,1,0,56773,1327
22,1,0,0,0,2,1,56774,1327
23,0,1,1,1,0,0,56775,1327
24,0,1,0,0,1,2,56776,1327
26,1,0,0,W,0,0,56778,1327
27,4,0,1,0,0,0,56779,1327
29,0,1,0,0,2,6,56781,1327
30,0,0,0,2,1,0,56782,1327
31,0,1,0,0,0,1,56783,1327
32,1,0,0,0,2,0,56784,1327
33,0,0,0,2,1,0,56785,1327
34,0,1,0,0,0,1,56786,1327
35,1,1,0,1,1,0,56787,1327
36,0,0,0,0,0,1,56788,1327
37,2,1,4Lb,1,0,0,56789,1327
38,1,0,0,4,0,1,56790,1327
39,0,0,0,1,0,0,56791,1327
40,W,0,1,1,0,1,56792,1327
41,1,1,0,1,0,4,56793,1327
42,1,1,0,1,1,1,56794,1327
43,1,1,0,1,0,0,56795,1327
44,1,0,0,0,4,1,56796,1327
45,1,1,1,0,1,1,56797,1327
46,1,0,W,0,0,2,56798,1327
48,1,1,W,W,0,0,56800,1327
49,0,1,0,1,1Lb,W,56801,1327
3,0,0,1,0,1,0,56804,1328
4,1,4,0,0,0,W,56805,1328
5,0,0,0,1,0,0,56806,1328
6,1,1,1,0,0,2,56807,1328
7,0,2,0,2,0,1,56808,1328
9,0,1,1,1,0,1,56810,1328
10,0,1,0,0,0,2,56811,1328
11,0,0,0,4,4,4,56812,1328
12,1,0,0,1,0,0,56813,1328
14,0,1,1,4,1,1,56815,1328
15,0,1,0,1,0,0,56816,1328
16,1,0,4,1,0,1,56817,1328
17,1,0,0,1,4,1,56818,1328
20,W,0,0,0,0,0,56821,1328
21,0,0,0,1,0,0,56822,1328
22,0,0,4,4,0,1,56823,1328
23,0,0,2,4,0,2,56824,1328
24,0,6,0,0,0,0,56825,1328
25,4,0,6,0,1,0,56826,1328
27,0,0,0,0,4,1,56828,1328
1,0,0,2,0,0,0,56831,1329
2,1,0,0,0,4,0,56832,1329
3,0,0,W,1,0,0,56833,1329
4,0,2,0,0,0,0,56834,1329
5,0,1,0,W,0,0,56835,1329
6,1,0,1,0,0,0,56836,1329
7,1,4,0,0,4,0,56837,1329
8,0,1,0,0,0,0,56838,1329
9,0,4,1,0,0,1,56839,1329
10,0,2,4,2,6,0,56840,1329
12,4,0,0,0,4,0,56842,1329
13,0,0,1,0,0,0,56843,1329
14,0,1,0,1,0,1,56844,1329
15,0,1,0,0,4,0,56845,1329
16,0,4,0,0,0,1,56846,1329
17,1,0,0,0,1,0,56847,1329
18,0,0,0,0,0,1,56848,1329
19,1,0,0,0,1,1,56849,1329
21,0,1,0,1,1,0,56851,1329
23,1,1,0,0,1,0,56853,1329
24,W,0,1,0,1,0,56854,1329
25,0,2,1,0,1,0,56855,1329
26,1,0,0,0,2,1,56856,1329
27,1,4,0,0,0,0,56857,1329
28,1,1,0,1,0,0,56858,1329
29,0,1,1,1,1,1,56859,1329
30,1,0,1,0,1,0,56860,1329
31,W,1,0,0,1,0,56861,1329
32,0,4,1,0,0,0,56862,1329
33,0,W,0,1,0,0,56863,1329
35,1,1,1,1,0,0,56865,1329
36,0,0,4,1,0,1,56866,1329
37,1,1,1,1,1,1,56867,1329
38,0,4,1,0,6,1Lb,56868,1329
39,0,1,1,1,1,1,56869,1329
40,1,0,0,1,1,1,56870,1329
41,0,2,0,2,1,4,56871,1329
42,1,0,1,0,1,0,56872,1329
43,0,0,1,0,1,0,56873,1329
44,6,4,1,0,0,0,56874,1329
45,0,1,1,0,0,0,56875,1329
46,0,6,0,1,0,1,56876,1329
47,6,0,1,1,1,4,56877,1329
50,6,0,6,4,6,W,56880,1329
1,0,0,1,0,1,1,56881,1330
2,2,1,0,0,4,4,56882,1330
3,0,0,0,0,0,0,56883,1330
4,0,0,0,0,0,4,56884,1330
5,0,2,0,0,0,1,56885,1330
6,0,0,0,4,0,0,56886,1330
8,0,4,0,1,1,4,56888,1330
10,1,0,4,0,2,0,56890,1330
11,0,1,1,4,1,1,56891,1330
12,0,4,0,1,6,1,56892,1330
13,4,1,1,0,0,1,56893,1330
14,0,1,1,0,0,W,56894,1330
15,0,0,0,0,0,1,56895,1330
16,W,0,1,0,0,0,56896,1330
17,0,W,1,0,0,0,56897,1330
18,0,0,1,1,0,1,56898,1330
19,4,0,0,0,0,1,56899,1330
20,0,0,0,W,1,1,56900,1330
21,2,0,0,0,0,1,56901,1330
22,1,0,2,1,1,0,56902,1330
23,1,0,0,0,0,0,56903,1330
24,1,1,1,0,1,1,56904,1330
25,0,1,0,0,1,0,56905,1330
26,1,0,0,1,0,1,56906,1330
27,0,1,2,1,1,0,56907,1330
28,0,1,1,0,1,1,56908,1330
29,0,1,0,0,1,0,56909,1330
30,1,4,0,1,1,0,56910,1330
31,0,0,1,1,1,1,56911,1330
32,0,1,1,0,1,1,56912,1330
33,1,0,0,1,0,0,56913,1330
35,0,1,1,0,0,W,56915,1330
37,1,6,6,1,0,0,56917,1330
38,1,0,0,0,1,6,56918,1330
39,1,6,1,1,0,4,56919,1330
40,1,4,4B,0,0,0,56920,1330
41,4,1,0,0,2,6,56921,1330
42,1,0,1,0,4,2,56922,1330
43,1,1,0,1,1,2,56923,1330
45,4,4,0,4,1,2,56925,1330
1,0,4,0,4,0,0,56927,1333
2,0,1,1,4,0,2,56928,1333
3,0,2,0,1,0,0,56929,1333
4,1,0,0,0,0,1,56930,1333
5,0,4,0,4,1,0,56931,1333
6,1,4,0,4,1,0,56932,1333
7,0,0,0,0,4,0,56933,1333
8,4,4,1,1,1,0,56934,1333
9,1,0,0,0,0,0,56935,1333
12,0,0,0,1,1Lb,2,56938,1333
13,0,0,1,0,0,W,56939,1333
14,0,0,0,1,0,0,56940,1333
15,0,1,0,0,0,0,56941,1333
16,0,0,0,2,4,0,56942,1333
17,0,2,W,0,0,0,56943,1333
18,0,1,1,1,0,0,56944,1333
19,1,1,1,1,0,0,56945,1333
20,4,0,1,1,1,1,56946,1333
22,0,0,0,0,0,1,56948,1333
24,4,2,0,0,0,0,56950,1333
26,1,1,4,1,0,0,56952,1333
27,2,1,1,1,2,0,56953,1333
28,1,1,W,0,1,1,56954,1333
29,0,0,0,1,0,0,56955,1333
30,4,1,0,1,1,1,56956,1333
31,0,0,0,2,0,2,56957,1333
33,0,1,0,6,1,W,56959,1333
34,4,0,1,0,6,1,56960,1333
35,0,0,0,0,2,0,56961,1333
36,0,1,1,0,0,4,56962,1333
37,1,0,2,1,0,4,56963,1333
38,0,1,1,1,0,0,56964,1333
40,1,1,1,1,1,1,56966,1333
41,1,1,0,0,1,1,56967,1333
42,0,1,0,0,0,0,56968,1333
45,4,1,0,0,0,0,56971,1333
46,1,1Lb,1,0,1,1,56972,1333
47,4,0,4,4,1,1,56973,1333
49,1,1,1,4,4,0,56975,1333
50,1,1Lb,6,W,2,1,56976,1333
1,4,4,2,1,0,0,56977,1334
2,0,4,4,1,4,0,56978,1334
3,0,0,2,1,0,0,56979,1334
4,0,1,0,0,0,0,56980,1334
5,6,1,0,0,3,4,56981,1334
6,4,0,0,W,0,0,56982,1334
7,0,0,1,0,W,0,56983,1334
8,0,0,4,1,0,0,56984,1334
9,1,0,0,0,0,0,56985,1334
10,0,6,1,1,0,0,56986,1334
11,1,0,2,1,0,0,56987,1334
12,0,0,1,0,0,0,56988,1334
13,0,1,1,1,0,0,56989,1334
15,2,1,0,0,1,0,56991,1334
16,1,1,0,1,1,1,56992,1334
19,1,0,0,0,1,0,56995,1334
21,1Lb,0,1,1,0,1,56997,1334
22,0,4B,0,0,1,0,56998,1334
23,0,4,1,0,1,0,56999,1334
24,1,0,0,0,0,1,57000,1334
25,1,1,1,0,1,W,57001,1334
26,0,2,1,1,0,0,57002,1334
28,0,1,0,1,0,2,57004,1334
29,0,1,0,1,1,0,57005,1334
30,4,1,1,1,1,1,57006,1334
31,0,1,0,0,0,W,57007,1334
32,4,0,0,0,6,2,57008,1334
34,0,W,1Lb,1,4,2,57010,1334
35,0,1,1,0,1,1,57011,1334
36,1,0,0,W,1,0,57012,1334
37,0,1,1,1Lb,1,0,57013,1334
38,4,1,1,4,0,6,57014,1334
39,1,0,1,0,0,1,57015,1334
40,6,W,0,6,4,1,57016,1334
41,1,1,1,0,0,0,57017,1334
42,1,0,1,1,0,1,57018,1334
44,4,1,0,0,1,2,57020,1334
46,1,2,1,1,1,0,57022,1334
47,6,1,1,W,1,0,57023,1334
48,0,0,0,1,0,1,57024,1334
3,4,0,4,1,6,0,57028,1337
4,0,4,4,1,1,0,57029,1337
5,4,0,1,0,0,0,57030,1337
6,3,0,2,4,W,0,57031,1337
7,0,0,0,4Lb,0,0,57032,1337
8,0,0,0,0,3,1,57033,1337
9,0,3,0,0,0,1,57034,1337
10,1,0,1,0,0,0,57035,1337
11,2,0,1,0,1,0,57036,1337
12,1,0,0,0,0,1,57037,1337
13,2,0,1,0,1,0,57038,1337
14,1,2,0,1,1,1,57039,1337
15,0,1,0,0,4,0,57040,1337
16,2,1,4,0,0,1,57041,1337
17,1,0,1,1,1,1,57042,1337
18,1,W,0,0,0,2,57043,1337
19,1,0,0,0,2,0,57044,1337
20,1,4,0,0,0,0,57045,1337
21,2,1,1,1,0,0,57046,1337
22,0,0,0,0,1,0,57047,1337
23,0,0,1,3,1,0,57048,1337
24,0,0,0,0,1,0,57049,1337
25,0,0,0,1,1,0,57050,1337
26,0,0,0,4,1,1,57051,1337
27,1,0,0,0,0,0,57052,1337
28,1,0,4,1,0,0,57053,1337
29,1,1,0,0,0,1,57054,1337
30,1,1,2,1,1,1,57055,1337
31,0,1,0,0,0,1,57056,1337
32,2,0,1,0,0,1,57057,1337
33,0,0,1,1Lb,0,1,57058,1337
34,0,0,4,0,0,4,57059,1337
35,0,4,0,4,1,0,57060,1337
36,1,0,1,4,0,1,57061,1337
37,0,1,0,1,1,0,57062,1337
38,1,1,0,1,0,1,57063,1337
39,0,1,2,2,1,0,57064,1337
40,1,0,4,4,2,0,57065,1337
41,1,1,1,2,0,2,57066,1337
42,1,W,2,1,1,1,57067,1337
43,1,1,1,1,2,1Lb,57068,1337
44,1,2,0,1,1,2,57069,1337
45,0,W,0,1,4,1,57070,1337
46,1,W,0,1,0,0,57071,1337
47,1,0,2,W,1W,0,57072,1337
48,1,0,1,4,0,2,57073,1337
49,2,1,1,1,1,4,57074,1337
50,3,0,1,1,2,2,57075,1337
1,0,0,0,0,0,1,57076,1338
2,0,0,0,0,2,0,57077,1338
3,1,4,1,1,4,0,57078,1338
4,0,W,0,0,0,1Lb,57079,1338
5,0,0,4,0,0,0,57080,1338
6,W,1,4,0,0,1,57081,1338
8,0,1,0,W,0,0,57083,1338
9,0,0,1,0,0,0,57084,1338
10,0,0,0,0,0,2,57085,1338
11,0,0,0,0,0,1,57086,1338
13,0,0,4,1,1Lb,0,57088,1338
14,4,0,0,0,0,W,57089,1338
15,1,0,1,0,0,0,57090,1338
16,0,0,1,0,0,0,57091,1338
17,1,0,0,1,0,W,57092,1338
20,0,1,0,0,0,1,57095,1338
21,0,0,1,1,4,0,57096,1338
22,1,0,2,1,1,0,57097,1338
23,0,0,0,1,1,0,57098,1338
24,0,0,2,0,1,0,57099,1338
25,0,2,0,0,1,0,57100,1338
26,1,0,1,1Lb,1,2,57101,1338
27,0,1,1,1,0,1,57102,1338
28,0,0,1,1,0,0,57103,1338
29,1,0,1,0,1,0,57104,1338
30,1,0,1,1,4,0,57105,1338
32,1,0,1,0,1,1,57107,1338
33,0,1,0,1,1,4,57108,1338
34,1,1,1,1,0,1,57109,1338
35,2,1,4,1,1,0,57110,1338
36,0,0,4,2,4,0,57111,1338
37,0,0,4,1,1,0,57112,1338
38,0,W,0,0,0,1,57113,1338
40,1,0,W,1,0,0,57115,1338
41,1,0,1,0,1,6,57116,1338
42,0,0,1,2,1,1,57117,1338
43,4,1,4,0,6,1,57118,1338
44,W,0,0,1,1,6,57119,1338
45,0,0,6,4,2,4,57120,1338
46,0,1,1,1,4,1,57121,1338
48,0,4,2Lb,1,4,0,57123,1338
49,4,0,2,1,0,W,57124,1338
1,0,4,0,0,1,0,57125,1339
2,0,0,0,1,0,4,57126,1339
3,2,0,1,4,2,0,57127,1339
4,1,0,0,0,1,0,57128,1339
5,0,1,0,0,0,4,57129,1339
6,0,1,0,4,0,0,57130,1339
7,0,0,0,1,4,4,57131,1339
8,4,0,1,0,0,0,57132,1339
9,1,2,1,4,1,0,57133,1339
10,0,0,1,0,0,1,57134,1339
12,1,1,2,W,0,1Lb,57136,1339
14,1,0,1,0,0,1,57138,1339
15,6,0,1,0,1,1,57139,1339
16,1,0,0,1,0,1,57140,1339
17,1,0,0,0,0,1,57141,1339
18,0,2,2,1,0,1,57142,1339
20,1,1,0,W,0,0,57144,1339
21,0,1,0,0,0,2,57145,1339
22,1,0,0,0,0,1,57146,1339
23,2,0,2,0,0,0,57147,1339
24,0,0,4,1,W,0,57148,1339
25,2,0,1,1,0,1,57149,1339
27,0,1,1,4,1,1,57151,1339
28,1,1,4,0,1,1,57152,1339
29,0,0,1,0,0,4,57153,1339
30,1,1,4,0,1,0,57154,1339
31,2,1,0,0,3,0,57155,1339
32,0,0,1,1,1,0,57156,1339
34,1,2,1,0,2,1,57158,1339
35,1,1,0,0,1,1,57159,1339
36,1,1,0,4,0,1,57160,1339
37,0,1Lb,0,1,1,0,57161,1339
38,0,0,2,0,1,2,57162,1339
40,1,W,1,0,1,2,57164,1339
42,0,W,1,1,0,1,57166,1339
45,0,1,1,0,1,1,57169,1339
46,1,4,1,0,1,4,57170,1339
47,2,1,1,1,0,1,57171,1339
48,1,0,0,W,0,0,57172,1339
49,1,1,1,1,1,1,57173,1339
50,W,1,2,0,6,W,57174,1339
1,0,2,0,W,0,0,57175,1340
2,0,0,4,0,0,0,57176,1340
3,0,4,0,4,1,0,57177,1340
4,0,0,1,0,0,0,57178,1340
5,4,0,1,4,4,0,57179,1340
6,0,0,0,4,1,2,57180,1340
7,4,0,0,4,1,0,57181,1340
8,0,0,0,0,0,4,57182,1340
9,0,2,4,0,0,1,57183,1340
10,0,0,0,0,4,0,57184,1340
